chr1	1541828	1544089	chr1_1541828_1544089
chr1	1544089	1544600	chr1_1544089_1544600
chr1	1550705	1551604	chr1_1550705_1551604
chr1	1569931	1570230	chr1_1569931_1570230
chr1	1576330	1576977	chr1_1576330_1576977
chr1	1578980	1579483	chr1_1578980_1579483
chr1	1585884	1587049	chr1_1585884_1587049
chr1	1604231	1604529	chr1_1604231_1604529
chr1	1632950	1635575	chr1_1632950_1635575
chr1	1640371	1641195	chr1_1640371_1641195
chr1	1662992	1664813	chr1_1662992_1664813
chr1	1681928	1683115	chr1_1681928_1683115
chr1	1695914	1696523	chr1_1695914_1696523
chr1	1706793	1707434	chr1_1706793_1707434
chr1	1708195	1708874	chr1_1708195_1708874
chr1	1710918	1711585	chr1_1710918_1711585
chr1	1718057	1719531	chr1_1718057_1719531
chr1	1743665	1745626	chr1_1743665_1745626
chr1	1785467	1786233	chr1_1785467_1786233
chr1	1794565	1795364	chr1_1794565_1795364
chr1	1806412	1807155	chr1_1806412_1807155
chr1	1808130	1808781	chr1_1808130_1808781
chr1	1857241	1858759	chr1_1857241_1858759
chr1	1864863	1865885	chr1_1864863_1865885
chr1	1877918	1880036	chr1_1877918_1880036
chr1	1885631	1887095	chr1_1885631_1887095
chr1	1892352	1893268	chr1_1892352_1893268
chr1	1894088	1894578	chr1_1894088_1894578
chr1	1902869	1903472	chr1_1902869_1903472
chr1	1906472	1907164	chr1_1906472_1907164
chr1	1907210	1908256	chr1_1907210_1908256
chr1	1922137	1922788	chr1_1922137_1922788
chr1	1923917	1924185	chr1_1923917_1924185
chr1	1924911	1925940	chr1_1924911_1925940
chr1	1939894	1940288	chr1_1939894_1940288
chr1	1941384	1941787	chr1_1941384_1941787
chr1	1951735	1952446	chr1_1951735_1952446
chr1	1958237	1958776	chr1_1958237_1958776
chr1	1965560	1966125	chr1_1965560_1966125
chr1	1971657	1972545	chr1_1971657_1972545
chr1	1977117	1978077	chr1_1977117_1978077
chr1	1978765	1979862	chr1_1978765_1979862
chr1	1984375	1985567	chr1_1984375_1985567
chr1	2025609	2025903	chr1_2025609_2025903
chr1	2051006	2051249	chr1_2051006_2051249
chr1	2053240	2053614	chr1_2053240_2053614
chr1	2063361	2063882	chr1_2063361_2063882
chr1	2066791	2067015	chr1_2066791_2067015
chr1	2083741	2083941	chr1_2083741_2083941
chr1	2093557	2095965	chr1_2093557_2095965
chr1	2099543	2100538	chr1_2099543_2100538
chr1	2123958	2124266	chr1_2123958_2124266
chr1	2124996	2125252	chr1_2124996_2125252
chr1	2137696	2139444	chr1_2137696_2139444
chr1	2143214	2144991	chr1_2143214_2144991
chr1	2149591	2150336	chr1_2149591_2150336
chr1	2179799	2180750	chr1_2179799_2180750
chr1	2195540	2195878	chr1_2195540_2195878
chr1	2231190	2231629	chr1_2231190_2231629
chr1	2236434	2236792	chr1_2236434_2236792
chr1	2238250	2238579	chr1_2238250_2238579
chr1	2246520	2246947	chr1_2246520_2246947
chr1	2251616	2253355	chr1_2251616_2253355
chr1	2280384	2281176	chr1_2280384_2281176
chr1	2283001	2283900	chr1_2283001_2283900
chr1	2283900	2284794	chr1_2283900_2284794
chr1	2285836	2286508	chr1_2285836_2286508
chr1	2292255	2294537	chr1_2292255_2294537
chr1	2297137	2297622	chr1_2297137_2297622
chr1	2348068	2350444	chr1_2348068_2350444
chr1	2356919	2357601	chr1_2356919_2357601
chr1	2365591	2366006	chr1_2365591_2366006
chr1	2370450	2370725	chr1_2370450_2370725
chr1	2371344	2372518	chr1_2371344_2372518
chr1	2382400	2383360	chr1_2382400_2383360
chr1	2400352	2401348	chr1_2400352_2401348
chr1	2408815	2409625	chr1_2408815_2409625
chr1	2422771	2423070	chr1_2422771_2423070
chr1	2432442	2432720	chr1_2432442_2432720
chr1	2448381	2448687	chr1_2448381_2448687
chr1	2449461	2450239	chr1_2449461_2450239
chr1	2450268	2450687	chr1_2450268_2450687
chr1	2452064	2452424	chr1_2452064_2452424
chr1	2457854	2458648	chr1_2457854_2458648
chr1	2459512	2459918	chr1_2459512_2459918
chr1	2460921	2461236	chr1_2460921_2461236
chr1	2477838	2478254	chr1_2477838_2478254
chr1	2494074	2494296	chr1_2494074_2494296
chr1	2501125	2503716	chr1_2501125_2503716
chr1	2514784	2515149	chr1_2514784_2515149
chr1	2516857	2517747	chr1_2516857_2517747
chr1	2517747	2518608	chr1_2517747_2518608
chr1	2518608	2519239	chr1_2518608_2519239
chr1	2536753	2537854	chr1_2536753_2537854
chr1	2629559	2629753	chr1_2629559_2629753
chr1	2634508	2634994	chr1_2634508_2634994
chr1	2640688	2642580	chr1_2640688_2642580
chr1	2684557	2685769	chr1_2684557_2685769
chr1	2697769	2699751	chr1_2697769_2699751
chr1	2704014	2705315	chr1_2704014_2705315
chr1	2710149	2712306	chr1_2710149_2712306
chr1	2720199	2721021	chr1_2720199_2721021
chr1	2728111	2728709	chr1_2728111_2728709
chr1	2728709	2729345	chr1_2728709_2729345
chr1	2739894	2740638	chr1_2739894_2740638
chr1	2740638	2741628	chr1_2740638_2741628
chr1	2747120	2748312	chr1_2747120_2748312
chr1	2748404	2749130	chr1_2748404_2749130
chr1	2815767	2816063	chr1_2815767_2816063
chr1	2955123	2956106	chr1_2955123_2956106
chr1	2959258	2961492	chr1_2959258_2961492
chr1	2969305	2970085	chr1_2969305_2970085
chr1	2971412	2972477	chr1_2971412_2972477
chr1	2972841	2973320	chr1_2972841_2973320
chr1	2984366	2985182	chr1_2984366_2985182
chr1	2988340	2989401	chr1_2988340_2989401
chr1	2989470	2990101	chr1_2989470_2990101
chr1	2994936	2995594	chr1_2994936_2995594
chr1	3001941	3002634	chr1_3001941_3002634
chr1	3007707	3009255	chr1_3007707_3009255
chr1	3015316	3016310	chr1_3015316_3016310
chr1	3017427	3018446	chr1_3017427_3018446
chr1	3135117	3135857	chr1_3135117_3135857
chr1	3139891	3142234	chr1_3139891_3142234
chr1	3147836	3148655	chr1_3147836_3148655
chr1	3153019	3154078	chr1_3153019_3154078
chr1	3166875	3167252	chr1_3166875_3167252
chr1	3171076	3171412	chr1_3171076_3171412
chr1	3173417	3173804	chr1_3173417_3173804
chr1	3206072	3206543	chr1_3206072_3206543
chr1	3208272	3209768	chr1_3208272_3209768
