chr1	22338	22777	chr1_22338_22777
chr1	22777	23194	chr1_22777_23194
chr1	25014	25405	chr1_25014_25405
chr1	25405	25893	chr1_25405_25893
chr1	57493	57693	chr1_57493_57693
chr1	92535	94694	chr1_92535_94694
chr1	98946	99654	chr1_98946_99654
chr1	100099	101614	chr1_100099_101614
chr1	109852	110840	chr1_109852_110840
chr1	118192	118821	chr1_118192_118821
chr1	118821	119560	chr1_118821_119560
chr1	119560	120087	chr1_119560_120087
chr1	120087	120500	chr1_120087_120500
chr1	133765	134471	chr1_133765_134471
chr1	135096	135675	chr1_135096_135675
chr1	161750	163444	chr1_161750_163444
chr1	173863	174840	chr1_173863_174840
chr1	178662	179204	chr1_178662_179204
chr1	186741	187111	chr1_186741_187111
chr1	191694	192548	chr1_191694_192548
chr1	199074	199411	chr1_199074_199411
chr1	204766	205136	chr1_204766_205136
chr1	210043	210247	chr1_210043_210247
chr1	339441	340157	chr1_339441_340157
chr1	371819	372041	chr1_371819_372041
chr1	385142	385398	chr1_385142_385398
chr1	388590	388899	chr1_388590_388899
chr1	453943	454525	chr1_453943_454525
chr1	454604	454859	chr1_454604_454859
chr1	455800	456371	chr1_455800_456371
chr1	456837	457243	chr1_456837_457243
chr1	459064	459552	chr1_459064_459552
chr1	497528	498059	chr1_497528_498059
chr1	525800	526167	chr1_525800_526167
chr1	533001	533333	chr1_533001_533333
chr1	555352	555535	chr1_555352_555535
chr1	588838	589812	chr1_588838_589812
chr1	591896	592094	chr1_591896_592094
chr1	594226	594661	chr1_594226_594661
chr1	603463	604122	chr1_603463_604122
chr1	604656	605102	chr1_604656_605102
chr1	618542	618971	chr1_618542_618971
chr1	640231	640495	chr1_640231_640495
chr1	640495	640739	chr1_640495_640739
chr1	647087	647433	chr1_647087_647433
chr1	654765	654935	chr1_654765_654935
chr1	717761	718274	chr1_717761_718274
chr1	719625	720172	chr1_719625_720172
chr1	720767	721127	chr1_720767_721127
chr1	725785	726558	chr1_725785_726558
chr1	795445	795661	chr1_795445_795661
chr1	798905	799196	chr1_798905_799196
chr1	809103	810049	chr1_809103_810049
chr1	815580	816127	chr1_815580_816127
chr1	839122	841727	chr1_839122_841727
chr1	930358	931485	chr1_930358_931485
chr1	1005150	1005674	chr1_1005150_1005674
chr1	1052566	1053308	chr1_1052566_1053308
chr1	1073565	1074360	chr1_1073565_1074360
chr1	1076347	1076903	chr1_1076347_1076903
chr1	1081850	1082541	chr1_1081850_1082541
chr1	1235317	1235512	chr1_1235317_1235512
chr1	1235512	1235722	chr1_1235512_1235722
chr1	1280743	1281064	chr1_1280743_1281064
chr1	1347328	1347765	chr1_1347328_1347765
chr1	1374470	1374899	chr1_1374470_1374899
chr1	1387777	1389067	chr1_1387777_1389067
chr1	1477285	1478932	chr1_1477285_1478932
chr1	1488364	1489669	chr1_1488364_1489669
chr1	1557340	1557940	chr1_1557340_1557940
chr1	1558155	1559048	chr1_1558155_1559048
chr1	1564464	1565066	chr1_1564464_1565066
chr1	1590091	1590777	chr1_1590091_1590777
chr1	1592318	1593027	chr1_1592318_1593027
chr1	1614460	1615640	chr1_1614460_1615640
chr1	1615904	1616209	chr1_1615904_1616209
chr1	1630899	1631202	chr1_1630899_1631202
chr1	1631523	1631813	chr1_1631523_1631813
chr1	1632560	1633166	chr1_1632560_1633166
chr1	1647222	1649045	chr1_1647222_1649045
chr1	1680730	1681468	chr1_1680730_1681468
chr1	1691359	1691581	chr1_1691359_1691581
chr1	1692028	1692954	chr1_1692028_1692954
chr1	1709591	1709835	chr1_1709591_1709835
chr1	1716400	1716623	chr1_1716400_1716623
chr1	1738255	1738680	chr1_1738255_1738680
chr1	1865542	1865803	chr1_1865542_1865803
chr1	1984833	1986329	chr1_1984833_1986329
chr1	2056842	2059300	chr1_2056842_2059300
chr1	2059410	2060153	chr1_2059410_2060153
chr1	2071833	2072905	chr1_2071833_2072905
chr1	2079648	2080657	chr1_2079648_2080657
chr1	2084454	2084623	chr1_2084454_2084623
chr1	2090189	2090489	chr1_2090189_2090489
chr1	2114644	2114895	chr1_2114644_2114895
chr1	2243115	2243418	chr1_2243115_2243418
chr1	2252284	2252713	chr1_2252284_2252713
chr1	2256204	2256332	chr1_2256204_2256332
chr1	2258269	2258423	chr1_2258269_2258423
chr1	2263470	2263717	chr1_2263470_2263717
chr1	2310846	2311212	chr1_2310846_2311212
chr1	2311212	2311460	chr1_2311212_2311460
chr1	2327870	2328165	chr1_2327870_2328165
chr1	2329146	2329412	chr1_2329146_2329412
chr1	2338929	2339241	chr1_2338929_2339241
chr1	2339671	2340449	chr1_2339671_2340449
