chr1	67766	67817	chr1_67578_68194
chr1	229075	229126	chr1_228679_229269
chr1	230238	230289	chr1_230026_230514
chr1	267711	267762	chr1_267299_267981
chr1	383150	383201	chr1_383014_383200
chr1	489849	489900	chr1_489722_489926
chr1	512155	512206	chr1_512018_513084
chr1	601186	601237	chr1_601039_601351
chr1	661187	661238	chr1_660973_661360
chr1	810786	810837	chr1_810479_810874
chr1	1057246	1057297	chr1_1056972_1057650
chr1	1061580	1061631	chr1_1061363_1061618
chr1	1063878	1063929	chr1_1063709_1064094
chr1	1078653	1078704	chr1_1078484_1079274
chr1	1101594	1101645	chr1_1101433_1101705
chr1	1104480	1104531	chr1_1104364_1104747
chr1	1105665	1105716	chr1_1105552_1105811
chr1	1107443	1107494	chr1_1107079_1107645
chr1	1117273	1117324	chr1_1117226_1117624
chr1	1132201	1132252	chr1_1130636_1133620
chr1	1244587	1244638	chr1_1244501_1245028
chr1	1269182	1269233	chr1_1269194_1269694
chr1	1369231	1369282	chr1_1369090_1369430
chr1	1373801	1373852	chr1_1373591_1374137
chr1	1661730	1661781	chr1_1661563_1661930
chr1	1666132	1666183	chr1_1665943_1666309
chr1	1902251	1902302	chr1_1901886_1902442
chr1	1903906	1903957	chr1_1903480_1904058
chr1	1905054	1905105	chr1_1904925_1905750
chr1	1955036	1955087	chr1_1954897_1955528
chr1	2001039	2001090	chr1_2000963_2001238
chr1	2109329	2109380	chr1_2109240_2109483
chr1	2126941	2126992	chr1_2126805_2127093
chr1	2146007	2146058	chr1_2145467_2146270
chr1	2150222	2150273	chr1_2150128_2150398
chr1	2276753	2276804	chr1_2276569_2277144
chr1	2277354	2277405	chr1_2277144_2277487
chr1	2278572	2278623	chr1_2278475_2278996
chr1	2286405	2286456	chr1_2286196_2286594
chr1	2374332	2374383	chr1_2374225_2374483
chr1	2393420	2393471	chr1_2393248_2393508
chr1	2408440	2408491	chr1_2408310_2408554
chr1	2465825	2465876	chr1_2465624_2466429
chr1	2467033	2467084	chr1_2466831_2467666
chr1	2483679	2483730	chr1_2483342_2484320
chr1	2580360	2580411	chr1_2580094_2580682
chr1	2583740	2583791	chr1_2583357_2584145
chr1	2587722	2587773	chr1_2587361_2588100
chr1	2612197	2612248	chr1_2612176_2612391
chr1	2629461	2629512	chr1_2629468_2629833
chr1	2630393	2630444	chr1_2630218_2630426
chr1	2632255	2632306	chr1_2632104_2632339
chr1	2632636	2632687	chr1_2632565_2632840
chr1	2636985	2637036	chr1_2636914_2637102
chr1	2642092	2642143	chr1_2641540_2642314
chr1	2730438	2730489	chr1_2730412_2730702
chr1	2753841	2753892	chr1_2753675_2754251
chr1	2755653	2755704	chr1_2755394_2755923
chr1	2759072	2759123	chr1_2758904_2759615
chr1	2771751	2771802	chr1_2771648_2771944
chr1	2773530	2773581	chr1_2773284_2773647
chr1	2774467	2774518	chr1_2774104_2774998
chr1	2777786	2777837	chr1_2777615_2777963
chr1	2882444	2882495	chr1_2882342_2882989
chr1	2883104	2883155	chr1_2882989_2883462
chr1	2887426	2887477	chr1_2887353_2887772
chr1	2888410	2888461	chr1_2888296_2888688
chr1	2924403	2924454	chr1_2924222_2924936
chr1	2925450	2925501	chr1_2925347_2925566
chr1	2930757	2930808	chr1_2930682_2930926
chr1	4182399	4182450	chr1_4182248_4183113
chr1	4183336	4183387	chr1_4183130_4183699
chr1	4191084	4191135	chr1_4190921_4191543
chr1	4194495	4194546	chr1_4194383_4194768
chr1	4228964	4229015	chr1_4228853_4229443
chr1	4229895	4229946	chr1_4229778_4230259
chr1	4236343	4236394	chr1_4236222_4236441
chr1	4237546	4237597	chr1_4237570_4237789
chr1	4238000	4238051	chr1_4237900_4238121
chr1	4272408	4272459	chr1_4270401_4274374
chr1	4596506	4596557	chr1_4596433_4596730
chr1	4814151	4814202	chr1_4814023_4814483
chr1	4955132	4955183	chr1_4954874_4955239
chr1	4976341	4976392	chr1_4976288_4976507
chr1	5024679	5024730	chr1_5024412_5025050
chr1	5072593	5072644	chr1_5072533_5072723
chr1	5081882	5081933	chr1_5081778_5082284
chr1	5084693	5084744	chr1_5084426_5085274
chr1	5105052	5105103	chr1_5104521_5105633
chr1	5143153	5143204	chr1_5143072_5143284
chr1	5156325	5156376	chr1_5156255_5156572
chr1	5158969	5159020	chr1_5158918_5159137
chr1	5159191	5159242	chr1_5159137_5159385
chr1	5169216	5169267	chr1_5169086_5169418
chr1	5172344	5172395	chr1_5171900_5172786
chr1	5174454	5174505	chr1_5174153_5175060
chr1	5178676	5178727	chr1_5178331_5179415
chr1	5186135	5186186	chr1_5185808_5186231
chr1	5191269	5191320	chr1_5190736_5191683
chr1	5197139	5197190	chr1_5196813_5197416
chr1	5206684	5206735	chr1_5205638_5207075
chr1	5209439	5209490	chr1_5209098_5209726
chr1	5212448	5212499	chr1_5212011_5213179
