# BUSCO version is: 5.0.0 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of species: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
5951at33208	Duplicated	chr1_h1	256882637	256890088	-	3738.8	2002
5951at33208	Duplicated	chr1_h1	256782436	256789889	+	3710.9	2002
9639at33208	Complete	chr3_h1	77333093	77376875	+	1606.3	1376
13816at33208	Complete	chr2_h1	19498090	19514707	-	616.4	713
14776at33208	Missing
16244at33208	Complete	chr1_h1	269255379	269262278	+	2207.4	1689
40200at33208	Fragmented	chr3_h1	127429948	127432473	-	273.3	252
45934at33208	Complete	chr1_h1	331572721	331597500	-	498.8	681
49474at33208	Complete	chr1_h1	142570176	142582698	+	640.8	721
50756at33208	Duplicated	chr1_h1	311550952	311554944	+	708.9	627
50756at33208	Duplicated	h1tg000180l	558003	562331	-	708.1	626
50756at33208	Duplicated	h1tg000488l	10376	14704	+	705.8	626
50756at33208	Duplicated	chr1_h1	292001996	292005752	-	692.5	649
50756at33208	Duplicated	h1tg000139l	53314	57070	-	690.7	649
50756at33208	Duplicated	chr1_h1	291817432	291874346	-	678.3	652
50756at33208	Duplicated	h1tg000180l	91412	95133	-	632.2	622
56573at33208	Duplicated	chr1_h1	289374106	289377557	-	839.5	885
56573at33208	Duplicated	chr1_h1	132065948	132068493	+	820.0	710
57158at33208	Complete	chr1_h1	313368425	313372769	+	1635.1	1035
63697at33208	Complete	chr3_h1	87322411	87327588	+	1731.1	1084
64435at33208	Fragmented	chr3_h1	47629541	47631106	+	92.6	170
65302at33208	Missing
66018at33208	Complete	chr1_h1	27064382	27068602	+	1160.0	857
75406at33208	Complete	chr3_h1	127648403	127650499	+	377.9	544
76852at33208	Fragmented	chr1_h1	124720514	124727522	-	411.3	406
84980at33208	Complete	chr4_h1	40438702	40441494	-	722.4	574
88053at33208	Fragmented	chr3_h1	131741407	131744276	+	130.5	116
92367at33208	Missing
99614at33208	Complete	chr2_h1	122534950	122561612	+	1043.4	876
99987at33208	Complete	chr1_h1	329148225	329150943	+	270.1	574
102804at33208	Complete	chr1_h1	253835691	253839647	+	655.0	648
103854at33208	Fragmented	chr2_h1	238113234	238120427	+	118.2	187
107151at33208	Complete	chr2_h1	220820347	220823124	+	976.1	780
107574at33208	Missing
108764at33208	Missing
109109at33208	Complete	chr1_h1	53989998	53994900	-	786.4	567
111730at33208	Complete	chr3_h1	98816339	98832696	-	698.5	631
111746at33208	Missing
114954at33208	Complete	chr2_h1	68611240	68634064	-	353.6	363
115878at33208	Complete	chr2_h1	11721343	11729792	+	244.5	229
118209at33208	Complete	chr2_h1	118248030	118267329	-	1462.5	854
119252at33208	Complete	chr1_h1	172570667	172572632	+	631.8	515
119591at33208	Complete	chr2_h1	109771095	109783830	+	1015.7	839
121127at33208	Missing
123923at33208	Complete	chr3_h1	103206315	103223054	+	258.2	397
124302at33208	Complete	chr4_h1	7050940	7057981	+	519.3	422
127766at33208	Complete	chr2_h1	31713583	31730332	+	605.9	531
129179at33208	Complete	chr1_h1	207983147	207988264	-	598.5	568
130245at33208	Complete	chr2_h1	142935780	142940071	-	255.9	270
130256at33208	Complete	chr2_h1	81476303	81478691	+	256.9	559
131349at33208	Complete	chr1_h1	93291266	93294707	-	1122.6	805
131848at33208	Complete	chr3_h1	110143656	110153965	+	363.3	447
132087at33208	Complete	chr1_h1	160936816	160944432	+	471.5	515
134492at33208	Complete	chr1_h1	86086983	86098579	+	637.6	763
135294at33208	Complete	chr1_h1	276392545	276408928	-	317.8	421
137383at33208	Complete	chr2_h1	58155899	58177783	-	733.9	562
139188at33208	Complete	chr3_h1	110271760	110294479	-	375.3	411
143619at33208	Complete	chr3_h1	70389935	70400850	-	262.5	307
143997at33208	Complete	chr2_h1	212371448	212373047	-	337.3	375
146671at33208	Complete	chr4_h1	44073691	44077961	-	671.9	527
147873at33208	Complete	chr2_h1	195133409	195135367	-	592.5	552
148067at33208	Missing
148325at33208	Complete	scaffold_12_h1	1193638	1196320	-	225.8	276
152327at33208	Missing
152977at33208	Complete	chr2_h1	189558536	189560696	+	215.3	287
153034at33208	Complete	chr1_h1	149475059	149479287	-	510.2	500
157109at33208	Complete	chr4_h1	54480125	54480939	-	84.5	200
157138at33208	Missing
158845at33208	Fragmented	chr1_h1	191810975	191811601	+	90.3	121
158962at33208	Complete	chr2_h1	219146126	219193575	-	508.4	549
162821at33208	Complete	chr1_h1	50880502	50892148	+	555.0	432
164767at33208	Complete	chr4_h1	55057560	55059879	+	363.9	564
166097at33208	Complete	chr4_h1	52848072	52855829	+	708.7	491
168850at33208	Complete	chr1_h1	273897720	273916824	-	472.8	394
168924at33208	Complete	chr4_h1	26287321	26290885	-	285.3	221
169864at33208	Missing
172677at33208	Fragmented	chr3_h1	131519377	131519778	+	99.0	93
176247at33208	Complete	chr1_h1	157020378	157030291	-	212.1	202
177718at33208	Complete	chr1_h1	64982606	64984126	-	277.9	393
177858at33208	Complete	chr1_h1	71707013	71710131	+	845.2	602
178537at33208	Complete	chr2_h1	219116915	219121204	+	912.6	465
179485at33208	Complete	chr1_h1	109236282	109240976	-	463.4	363
180808at33208	Complete	chr3_h1	103258326	103277178	-	762.1	480
182834at33208	Complete	chr1_h1	116724984	116731531	-	277.6	316
184508at33208	Complete	chr1_h1	277169271	277170959	-	575.1	477
184717at33208	Complete	chr3_h1	76285090	76287033	-	801.9	505
186208at33208	Complete	chr3_h1	81959821	81967489	+	599.3	617
186707at33208	Missing
187280at33208	Complete	chr3_h1	7534423	7550987	-	537.1	423
189414at33208	Duplicated	chr1_h1	263767824	263769362	-	94.7	336
189414at33208	Duplicated	chr2_h1	13195807	13197324	-	92.3	350
190726at33208	Complete	chr2_h1	224789781	224791847	-	472.0	407
191938at33208	Missing
192250at33208	Duplicated	chr2_h1	169785793	169787526	+	290.7	308
192250at33208	Duplicated	chr2_h1	169702728	169703915	-	288.7	302
194754at33208	Complete	chr2_h1	243999064	244042175	-	1002.8	773
195986at33208	Complete	chr4_h1	8092053	8094359	-	517.0	590
196950at33208	Fragmented	chr2_h1	244634211	244636625	-	259.8	316
197549at33208	Complete	chr1_h1	207646103	207647608	-	124.3	374
197652at33208	Complete	chr4_h1	39962860	39964960	-	676.5	426
200997at33208	Complete	chr1_h1	333709877	333717422	+	467.3	472
201397at33208	Complete	chr1_h1	277934914	277946752	+	613.7	474
202545at33208	Complete	chr2_h1	163618084	163630031	-	416.0	375
203128at33208	Complete	chr3_h1	54541698	54550029	+	821.2	438
203698at33208	Missing
205220at33208	Missing
206786at33208	Complete	chr4_h1	40173463	40175113	-	348.6	373
206858at33208	Complete	chr2_h1	173327510	173329774	+	440.4	505
207599at33208	Complete	chr1_h1	283231933	283233423	+	423.8	377
208219at33208	Fragmented	chr2_h1	237408904	237409791	+	72.3	205
210614at33208	Complete	chr1_h1	179653218	179667322	-	195.7	375
212972at33208	Complete	chr3_h1	11721644	11722708	-	138.3	274
214788at33208	Complete	chr1_h1	67421440	67431326	+	286.9	309
215654at33208	Complete	chr1_h1	137913922	137918074	+	471.6	401
216257at33208	Missing
216563at33208	Fragmented	chr2_h1	23389024	23391584	+	49.7	98
218441at33208	Complete	chr2_h1	231914000	231914961	+	220.2	221
219795at33208	Complete	chr2_h1	110642499	110646614	-	225.3	349
219856at33208	Complete	chr2_h1	130538891	130541490	-	568.5	394
222489at33208	Complete	chr3_h1	131608546	131609877	+	541.9	349
223234at33208	Complete	chr1_h1	159919996	159921402	+	210.4	312
224280at33208	Complete	chr1_h1	278630462	278632654	-	716.8	439
226335at33208	Complete	chr1_h1	254393741	254399211	-	539.2	363
226941at33208	Complete	chr2_h1	183034427	183042624	-	490.7	380
227087at33208	Fragmented	chr1_h1	146619471	146622181	+	132.3	143
227453at33208	Missing
227979at33208	Complete	scaffold_12_h1	2609237	2621103	-	348.2	402
231157at33208	Complete	chr2_h1	178063861	178086073	+	401.8	385
231700at33208	Complete	chr2_h1	227087175	227089789	-	187.3	354
234290at33208	Complete	chr2_h1	51143705	51150243	-	360.5	291
235149at33208	Complete	chr3_h1	128731209	128733590	+	238.8	360
235430at33208	Missing
235458at33208	Complete	chr2_h1	164847188	164851539	-	340.0	326
239016at33208	Duplicated	chr1_h1	167351725	167353422	-	187.5	352
239016at33208	Duplicated	chr1_h1	167305164	167306828	-	182.6	389
239149at33208	Missing
239597at33208	Missing
240437at33208	Complete	chr3_h1	83112167	83113215	-	292.3	237
244863at33208	Complete	chr4_h1	46794594	46796888	+	329.4	535
245482at33208	Complete	chr3_h1	17212	18810	+	317.5	379
245567at33208	Complete	chr2_h1	103202833	103204970	-	351.9	434
246241at33208	Complete	chr3_h1	46531393	46532833	+	441.6	369
247183at33208	Complete	chr3_h1	65063475	65088469	-	764.8	586
247905at33208	Complete	chr1_h1	62926046	62927686	+	204.7	362
249486at33208	Complete	chr1_h1	85681301	85684632	+	287.9	347
251076at33208	Complete	chr2_h1	196482756	196491576	+	522.0	314
251577at33208	Fragmented	chr1_h1	36605870	36606286	+	67.0	136
255117at33208	Fragmented	chr2_h1	22644670	22654367	+	429.1	402
255242at33208	Fragmented	chr3_h1	124489510	124490595	+	172.2	154
255924at33208	Missing
257141at33208	Complete	chr3_h1	125688772	125701048	-	205.2	205
257339at33208	Complete	chr1_h1	325754469	325756335	+	239.1	311
259581at33208	Complete	chr1_h1	238704228	238705829	+	52.5	297
260752at33208	Complete	chr4_h1	46514212	46523713	-	226.4	349
261284at33208	Complete	chr1_h1	162117989	162125145	+	184.1	318
261614at33208	Missing
262757at33208	Complete	chr1_h1	1135776	1137544	+	247.4	294
266460at33208	Complete	chr2_h1	93828558	93830569	-	498.4	445
266469at33208	Complete	h1tg000853l	8045	9346	-	106.8	250
266808at33208	Complete	chr2_h1	208906407	208916235	-	478.8	320
267439at33208	Complete	chr2_h1	206446356	206447871	+	568.3	403
268134at33208	Duplicated	chr1_h1	296836408	296842195	+	230.9	231
268134at33208	Duplicated	h1tg000747l	17029	22775	+	229.6	231
268397at33208	Complete	chr1_h1	146475670	146485649	+	501.7	492
270594at33208	Complete	chr1_h1	159376348	159377686	-	219.4	349
271297at33208	Complete	chr1_h1	121028720	121044902	+	277.4	231
271742at33208	Complete	chr3_h1	85546205	85552031	-	540.7	396
272605at33208	Missing
273040at33208	Complete	chr2_h1	24639731	24641065	-	147.1	112
273367at33208	Fragmented	chr3_h1	118969675	118969875	+	32.9	40
273989at33208	Complete	chr1_h1	133488580	133490691	+	402.5	379
274044at33208	Fragmented	chr2_h1	17725992	17726860	-	255.4	240
274064at33208	Complete	chr4_h1	42636225	42636950	-	86.2	222
274769at33208	Complete	chr1_h1	256986715	256988166	-	437.5	379
274992at33208	Complete	chr3_h1	31264	33970	+	530.4	325
277935at33208	Fragmented	chr2_h1	197974408	197976711	-	197.9	317
278227at33208	Complete	chr2_h1	8746556	8748881	+	328.4	334
279631at33208	Complete	chr2_h1	7446879	7450992	-	449.5	569
279992at33208	Complete	chr1_h1	281108300	281111009	-	331.5	325
280914at33208	Missing
281304at33208	Complete	chr1_h1	67347826	67364767	+	217.6	311
281693at33208	Missing
283637at33208	Complete	chr1_h1	129941467	129942777	-	585.5	361
284059at33208	Complete	chr1_h1	337497268	337503086	-	314.9	272
285146at33208	Complete	chr2_h1	13286502	13290264	+	250.4	237
285902at33208	Fragmented	chr3_h1	115846094	115854091	+	200.3	212
285966at33208	Complete	chr3_h1	35724011	35761772	+	256.2	258
286553at33208	Complete	chr3_h1	73913623	73935055	-	196.7	273
289235at33208	Complete	chr4_h1	40974809	40977853	+	171.1	232
289928at33208	Complete	chr1_h1	325149802	325156430	+	280.1	287
291505at33208	Complete	chr2_h1	182815369	182817741	-	485.3	438
291875at33208	Missing
295556at33208	Missing
295775at33208	Complete	chr1_h1	86779961	86807895	-	247.4	239
300303at33208	Complete	chr2_h1	173698391	173700826	-	104.8	220
301572at33208	Complete	chr1_h1	162384276	162385637	+	400.3	369
302186at33208	Missing
302279at33208	Complete	chr1_h1	76647989	76651665	+	488.7	303
302921at33208	Missing
303117at33208	Missing
304388at33208	Missing
305260at33208	Complete	chr2_h1	217586452	217591194	-	475.7	334
306101at33208	Complete	chr1_h1	43836472	43853838	+	278.1	290
307109at33208	Complete	chr1_h1	39820950	39834353	-	438.8	338
308610at33208	Complete	chr3_h1	130790106	130791810	-	450.1	338
311438at33208	Missing
311758at33208	Complete	chr4_h1	26394417	26396066	-	436.5	467
311761at33208	Missing
312577at33208	Complete	chr2_h1	19913212	19914689	+	157.9	211
313091at33208	Fragmented	chr2_h1	239194553	239196653	+	165.3	196
315044at33208	Complete	chr1_h1	125180343	125186535	+	373.6	334
315393at33208	Complete	chr1_h1	62617330	62637910	+	482.8	329
317470at33208	Missing
318483at33208	Complete	chr1_h1	230178553	230183042	-	318.7	267
318532at33208	Complete	chr1_h1	146555823	146556972	-	510.1	315
319574at33208	Complete	chr1_h1	303219830	303220868	-	264.9	236
320390at33208	Complete	chr1_h1	90163140	90165350	+	244.3	400
321332at33208	Missing
323399at33208	Missing
323473at33208	Complete	chr3_h1	117675459	117681940	+	387.6	283
324249at33208	Complete	chr1_h1	5150259	5151137	-	118.4	239
325183at33208	Complete	chr2_h1	11088933	11091473	+	534.4	345
327301at33208	Missing
331112at33208	Complete	chr2_h1	53918142	53919730	-	528.2	390
331186at33208	Missing
332870at33208	Complete	chr1_h1	177771384	177772285	-	108.5	164
333062at33208	Complete	chr3_h1	653492	655486	+	409.1	307
333800at33208	Fragmented	chr3_h1	127803453	127806380	-	245.9	268
334272at33208	Missing
334331at33208	Duplicated	chr3_h1	78002802	78004331	-	437.0	442
334331at33208	Duplicated	chr3_h1	93543548	93545152	-	398.9	458
334336at33208	Complete	chr3_h1	24339037	24347338	+	513.4	363
334342at33208	Missing
334764at33208	Complete	chr2_h1	13104522	13111135	-	349.9	289
334820at33208	Complete	chr1_h1	160095928	160101001	+	334.1	300
335107at33208	Complete	chr1_h1	116891525	116892481	+	285.0	250
336647at33208	Missing
338191at33208	Complete	chr1_h1	68732087	68734051	+	510.2	512
338482at33208	Duplicated	chr1_h1	65533393	65534993	-	265.6	365
338482at33208	Duplicated	h1tg000613l	12503	14105	-	259.1	365
339127at33208	Complete	chr4_h1	14726064	14734390	+	233.0	238
339319at33208	Fragmented	chr3_h1	18239665	18239913	+	58.9	75
340558at33208	Complete	chr1_h1	214456237	214457151	+	145.6	273
340577at33208	Complete	chr4_h1	52831396	52847504	-	414.6	447
344338at33208	Complete	chr1_h1	212432219	212433262	-	361.7	308
344346at33208	Fragmented	chr2_h1	228850401	228850922	-	53.0	117
344442at33208	Complete	chr3_h1	25166848	25167933	-	181.8	220
344581at33208	Complete	chr4_h1	20034999	20037184	+	251.3	215
344611at33208	Missing
345099at33208	Complete	chr1_h1	70796538	70799158	-	338.8	622
345959at33208	Complete	chr1_h1	62531267	62531836	+	64.6	176
346541at33208	Complete	chr3_h1	71617913	71643001	-	224.3	311
347600at33208	Complete	chr1_h1	224434347	224435874	-	370.3	301
348449at33208	Complete	chr1_h1	47547557	47556170	+	158.8	162
348544at33208	Duplicated	chr4_h1	15100866	15101965	+	280.9	300
348544at33208	Duplicated	chr1_h1	188150467	188151750	-	278.7	304
348544at33208	Duplicated	chr1_h1	187112280	187113566	+	278.1	304
348544at33208	Duplicated	h1tg000105l	10844	12031	-	277.4	306
348544at33208	Duplicated	chr1_h1	188328201	188329481	-	276.5	309
348761at33208	Missing
349064at33208	Complete	chr2_h1	144931289	144956558	+	319.6	270
349627at33208	Complete	chr1_h1	116802925	116804172	-	119.1	262
351226at33208	Missing
352600at33208	Duplicated	chr2_h1	18522833	18523870	-	446.6	295
352600at33208	Duplicated	chr2_h1	12293292	12294317	+	434.8	295
352600at33208	Duplicated	chr2_h1	12276203	12277246	+	432.2	295
352854at33208	Complete	chr3_h1	109465853	109471413	-	321.2	280
353286at33208	Fragmented	chr1_h1	32011355	32015422	-	231.6	215
353768at33208	Fragmented	chr2_h1	77924591	77925535	+	226.0	241
354829at33208	Complete	chr1_h1	328004052	328006136	-	389.5	247
354949at33208	Fragmented	chr1_h1	96384036	96387050	-	92.5	103
355210at33208	Complete	chr1_h1	296176970	296178598	-	241.7	299
355739at33208	Complete	chr2_h1	44971517	44972392	+	183.5	235
356175at33208	Missing
356334at33208	Fragmented	chr3_h1	11091597	11098185	-	147.9	197
356503at33208	Complete	chr1_h1	264761048	264800994	+	309.8	249
357580at33208	Complete	chr1_h1	80022641	80024276	+	306.5	251
359075at33208	Complete	chr1_h1	314712968	314717106	-	296.5	335
359324at33208	Complete	chr2_h1	69541979	69542908	-	233.4	208
359369at33208	Missing
359532at33208	Missing
360379at33208	Missing
360753at33208	Complete	chr1_h1	200253979	200257199	-	260.3	209
361100at33208	Complete	chr2_h1	32735948	32740758	-	246.2	269
361203at33208	Complete	chr1_h1	116536198	116537494	-	241.7	314
361216at33208	Missing
363634at33208	Fragmented	chr4_h1	47473755	47475816	-	128.1	142
363840at33208	Missing
363851at33208	Complete	chr3_h1	8118455	8120988	-	262.0	300
364383at33208	Complete	chr1_h1	183486886	183488092	-	407.5	334
364694at33208	Complete	chr1_h1	94898960	94902247	+	585.5	576
365323at33208	Missing
365561at33208	Complete	chr3_h1	132432813	132434509	+	490.7	355
365691at33208	Fragmented	chr3_h1	131449889	131450854	-	101.7	152
366124at33208	Missing
366814at33208	Complete	chr1_h1	49114405	49119147	+	523.6	373
366936at33208	Complete	chr1_h1	313606240	313622031	+	422.8	215
367493at33208	Missing
367551at33208	Complete	chr3_h1	112949916	112951235	-	481.3	374
367596at33208	Complete	chr1_h1	173838592	173841117	+	408.7	523
367957at33208	Complete	chr1_h1	303202381	303206449	-	372.0	275
368565at33208	Complete	chr1_h1	70771467	70773165	-	456.9	282
368670at33208	Missing
368875at33208	Complete	chr3_h1	50695026	50697045	+	135.6	155
371241at33208	Complete	chr3_h1	86189624	86190801	+	159.3	143
371297at33208	Complete	chr1_h1	316090422	316091657	+	474.0	324
371526at33208	Complete	chr1_h1	122176742	122177848	-	427.9	235
372257at33208	Complete	chr1_h1	276027827	276031202	-	221.9	194
372707at33208	Complete	chr2_h1	130081895	130082880	-	285.8	220
373040at33208	Complete	chr1_h1	73850252	73851465	-	390.9	256
376982at33208	Complete	chr1_h1	247370805	247371734	+	450.4	251
378033at33208	Complete	chr4_h1	7346924	7354237	-	241.1	255
378316at33208	Complete	chr1_h1	331538704	331549883	-	443.8	273
378768at33208	Complete	chr1_h1	313674313	313684684	-	411.5	256
378913at33208	Complete	chr2_h1	160657289	160670145	+	204.6	150
379076at33208	Fragmented	chr3_h1	13936449	13936685	-	56.6	74
379636at33208	Complete	chr1_h1	173994520	173995464	+	202.5	214
379771at33208	Complete	chr4_h1	21091163	21099733	-	205.0	250
380583at33208	Complete	chr2_h1	111937539	111939128	+	352.8	271
381303at33208	Missing
382000at33208	Complete	chr1_h1	248508704	248509726	+	117.6	237
382262at33208	Complete	chr3_h1	82090358	82090819	-	69.0	93
382750at33208	Complete	chr1_h1	242645788	242660886	+	356.9	317
383313at33208	Complete	chr1_h1	43494589	43514774	+	251.3	254
384187at33208	Complete	chr3_h1	28391700	28393112	-	408.7	419
386666at33208	Fragmented	chr2_h1	101379644	101391979	-	25.5	91
387079at33208	Missing
387117at33208	Duplicated	chr1_h1	171123331	171128889	+	185.5	212
387117at33208	Duplicated	chr1_h1	173086188	173090203	+	158.5	212
387878at33208	Duplicated	chr2_h1	232207689	232210367	-	238.2	270
387878at33208	Duplicated	chr2_h1	232186758	232196199	+	233.3	268
389367at33208	Complete	chr1_h1	2783679	2784584	+	368.7	242
389527at33208	Complete	chr2_h1	195306963	195319817	-	461.0	440
389570at33208	Complete	chr2_h1	41934327	41942367	-	400.0	322
389591at33208	Complete	chr3_h1	94766900	94769314	+	209.0	220
390192at33208	Complete	chr3_h1	126220017	126223441	+	299.2	290
390402at33208	Complete	chr3_h1	52307229	52315123	+	210.0	193
391896at33208	Complete	chr3_h1	13054566	13057324	+	402.2	262
393219at33208	Missing
393291at33208	Missing
393419at33208	Complete	chr4_h1	53380950	53390594	+	242.9	309
393895at33208	Duplicated	chr3_h1	24858961	24860456	-	610.9	417
393895at33208	Duplicated	chr3_h1	24805704	24807088	-	593.2	408
395147at33208	Complete	chr2_h1	19728850	19733422	+	329.7	233
395183at33208	Complete	chr1_h1	133181070	133183186	+	198.2	167
395556at33208	Complete	chr1_h1	30579498	30580472	+	224.2	222
395919at33208	Complete	chr1_h1	67198578	67200222	+	243.0	265
395948at33208	Fragmented	chr1_h1	165361426	165371495	-	95.1	111
396237at33208	Missing
397019at33208	Complete	chr4_h1	18069431	18070632	-	514.4	320
397659at33208	Fragmented	chr1_h1	20925585	20929970	-	184.4	175
398013at33208	Duplicated	chr1_h1	271321214	271326077	-	354.3	278
398013at33208	Duplicated	chr2_h1	173695186	173696509	-	324.2	288
398202at33208	Missing
398607at33208	Complete	chr2_h1	51403987	51404727	+	329.3	213
399092at33208	Duplicated	chr1_h1	263054218	263054979	+	152.0	164
399092at33208	Duplicated	chr1_h1	85749638	85750393	+	150.9	162
399092at33208	Duplicated	chr1_h1	85725234	85725989	-	150.7	162
399092at33208	Duplicated	chr1_h1	263049346	263050023	+	149.9	164
399092at33208	Duplicated	chr1_h1	263061008	263061763	+	147.4	164
399092at33208	Duplicated	chr1_h1	263090433	263090957	-	144.8	159
399439at33208	Missing
400042at33208	Missing
401196at33208	Complete	chr3_h1	92847656	92848594	-	126.9	143
401220at33208	Fragmented	chr1_h1	301456115	301463203	+	227.8	195
401679at33208	Missing
401779at33208	Complete	chr2_h1	163401441	163403085	-	381.9	263
403171at33208	Missing
403817at33208	Fragmented	chr4_h1	46230495	46230806	+	24.3	45
404988at33208	Complete	chr4_h1	11249566	11250951	-	157.9	293
405257at33208	Complete	chr2_h1	176013365	176033306	+	225.4	244
406927at33208	Complete	chr4_h1	52612638	52613249	+	63.0	145
407472at33208	Complete	chr2_h1	190740973	190742118	-	276.3	319
409006at33208	Complete	chr1_h1	324235321	324241120	+	292.6	250
409186at33208	Missing
411515at33208	Complete	chr3_h1	71950720	71952292	+	266.8	226
411664at33208	Missing
411755at33208	Complete	chr2_h1	83456967	83463532	+	390.0	316
412370at33208	Missing
412542at33208	Complete	chr1_h1	195127139	195128050	-	219.5	201
412930at33208	Complete	chr2_h1	97541205	97545473	-	236.4	238
413334at33208	Missing
414001at33208	Duplicated	chr1_h1	294152391	294153455	-	355.6	273
414001at33208	Duplicated	chr1_h1	290433754	290434792	-	334.9	271
414571at33208	Complete	chr3_h1	65602346	65605399	+	357.7	237
414579at33208	Complete	chr4_h1	31742815	31743495	-	236.9	207
414603at33208	Missing
415618at33208	Fragmented	chr1_h1	304484949	304485321	-	106.6	92
416175at33208	Complete	chr1_h1	286428258	286429127	-	283.0	261
418979at33208	Complete	chr1_h1	274710853	274712765	-	150.4	129
419502at33208	Fragmented	chr1_h1	67057120	67057762	+	175.9	149
419914at33208	Missing
421396at33208	Complete	chr1_h1	296964743	296977252	-	317.4	237
421685at33208	Fragmented	chr1_h1	41524890	41530244	-	152.2	156
421732at33208	Missing
