chr1_h1	369981	370382	chr1_h1_369854_370582	1000	.
chr1_h1	384939	385340	chr1_h1_383927_385551	519	.
chr1_h1	401457	401858	chr1_h1_401610_402446	1000	.
chr1_h1	404061	404462	chr1_h1_404129_404370	22	.
chr1_h1	416099	416500	chr1_h1_416037_416340	40	.
chr1_h1	416671	417072	chr1_h1_416744_417155	1000	.
chr1_h1	418090	418491	chr1_h1_418086_418434	505	.
chr1_h1	421030	421431	chr1_h1_421084_421409	257	.
chr1_h1	428045	428446	chr1_h1_428054_428735	1000	.
chr1_h1	430982	431383	chr1_h1_430247_431540	1000	.
chr1_h1	439660	440061	chr1_h1_439467_440231	988	.
chr1_h1	507549	507950	chr1_h1_507142_508066	1000	.
chr1_h1	545487	545888	chr1_h1_545664_546114	24	.
chr1_h1	570119	570520	chr1_h1_569591_572326	95	.
chr1_h1	620837	621238	chr1_h1_620584_621633	1000	.
chr1_h1	626869	627270	chr1_h1_626629_627232	473	.
chr1_h1	644950	645351	chr1_h1_645038_645485	1000	.
chr1_h1	731118	731519	chr1_h1_730632_732034	1000	.
chr1_h1	739840	740241	chr1_h1_739688_740278	1000	.
chr1_h1	742119	742520	chr1_h1_742228_742420	13	.
chr1_h1	743280	743681	chr1_h1_743375_743713	121	.
chr1_h1	797053	797454	chr1_h1_796915_797380	46	.
chr1_h1	804732	805133	chr1_h1_804599_805177	1000	.
chr1_h1	808105	808506	chr1_h1_808131_808892	193	.
chr1_h1	816159	816560	chr1_h1_815803_816642	411	.
chr1_h1	1052026	1052427	chr1_h1_1051354_1052900	233	.
chr1_h1	1059962	1060363	chr1_h1_1059457_1060365	1000	.
chr1_h1	1061904	1062305	chr1_h1_1061943_1062401	117	.
chr1_h1	1068424	1068825	chr1_h1_1068204_1069323	198	.
chr1_h1	1079845	1080246	chr1_h1_1079265_1080128	403	.
chr1_h1	1451368	1451769	chr1_h1_1451043_1451758	145	.
chr1_h1	1501344	1501745	chr1_h1_1500698_1501739	1000	.
chr1_h1	2180887	2181288	chr1_h1_2180563_2182175	23	.
chr1_h1	2185271	2185672	chr1_h1_2185080_2185658	95	.
chr1_h1	2240715	2241116	chr1_h1_2240876_2241357	1000	.
chr1_h1	2241507	2241908	chr1_h1_2241357_2241926	1000	.
chr1_h1	2297497	2297898	chr1_h1_2296947_2298955	874	.
chr1_h1	2304583	2304984	chr1_h1_2304248_2305532	127	.
