chr1_h1	378107	378508	chr1_h1_378114_379104	64	.
chr1_h1	379289	379690	chr1_h1_379106_380021	1000	.
chr1_h1	445824	446225	chr1_h1_445927_448300	36	.
chr1_h1	509406	509807	chr1_h1_509224_509726	1000	.
chr1_h1	525240	525641	chr1_h1_524067_525823	1000	.
chr1_h1	529861	530262	chr1_h1_529718_530526	1000	.
chr1_h1	535705	536106	chr1_h1_535544_536638	1000	.
chr1_h1	540679	541080	chr1_h1_540630_541670	7	.
chr1_h1	583786	584187	chr1_h1_583009_585304	171	.
chr1_h1	611764	612165	chr1_h1_611697_612401	168	.
chr1_h1	677325	677726	chr1_h1_677142_677802	1000	.
chr1_h1	821547	821948	chr1_h1_821204_822138	1000	.
chr1_h1	845115	845516	chr1_h1_845123_845722	88	.
chr1_h1	870626	871027	chr1_h1_870551_871085	24	.
chr1_h1	908249	908650	chr1_h1_907355_908776	92	.
chr1_h1	909292	909693	chr1_h1_909279_909503	20	.
chr1_h1	937932	938333	chr1_h1_937222_938422	1000	.
chr1_h1	939523	939924	chr1_h1_939552_939807	19	.
chr1_h1	980129	980530	chr1_h1_980020_981877	616	.
chr1_h1	1049320	1049721	chr1_h1_1049329_1050260	169	.
chr1_h1	1065976	1066377	chr1_h1_1065698_1066856	46	.
chr1_h1	1067259	1067660	chr1_h1_1067069_1067608	528	.
chr1_h1	1085657	1086058	chr1_h1_1085103_1086193	693	.
chr1_h1	1096218	1096619	chr1_h1_1096060_1096831	377	.
chr1_h1	1108874	1109275	chr1_h1_1106974_1109225	527	.
chr1_h1	1353157	1353558	chr1_h1_1353131_1353443	687	.
chr1_h1	1404540	1404941	chr1_h1_1404194_1404891	984	.
chr1_h1	1503600	1504001	chr1_h1_1503536_1504865	27	.
chr1_h1	1523412	1523813	chr1_h1_1523057_1523879	696	.
chr1_h1	1561818	1562219	chr1_h1_1560671_1562435	471	.
chr1_h1	1746466	1746867	chr1_h1_1746489_1747093	88	.
chr1_h1	1769495	1769896	chr1_h1_1769066_1770522	4	.
chr1_h1	1770609	1771010	chr1_h1_1770660_1771055	107	.
chr1_h1	1791436	1791837	chr1_h1_1791104_1791962	662	.
chr1_h1	1931320	1931721	chr1_h1_1930902_1931734	271	.
chr1_h1	2188345	2188746	chr1_h1_2188060_2189186	1000	.
chr1_h1	2257947	2258348	chr1_h1_2257515_2258863	714	.
chr1_h1	2327189	2327590	chr1_h1_2327027_2329030	1000	.
chr1_h1	2347768	2348169	chr1_h1_2347717_2348143	101	.
chr1_h1	2397113	2397514	chr1_h1_2396951_2397465	895	.
chr1_h1	2413618	2414019	chr1_h1_2412650_2414236	329	.
chr1_h1	2456231	2456632	chr1_h1_2456034_2456937	1000	.
chr1_h1	2581891	2582292	chr1_h1_2581789_2582287	93	.
chr1_h1	2628362	2628763	chr1_h1_2628416_2629021	67	.
chr1_h1	2756469	2756870	chr1_h1_2756199_2757466	239	.
chr1_h1	2783052	2783453	chr1_h1_2782536_2784028	44	.
chr1_h1	2784983	2785384	chr1_h1_2784927_2785596	91	.
chr1_h1	2787273	2787674	chr1_h1_2787284_2787633	138	.
chr1_h1	2833476	2833877	chr1_h1_2833103_2834254	21	.
chr1_h1	2835525	2835926	chr1_h1_2834398_2835927	1000	.
chr1_h1	2900493	2900894	chr1_h1_2900030_2901444	1000	.
chr1_h1	2918346	2918747	chr1_h1_2918290_2919087	1000	.
chr1_h1	2966434	2966835	chr1_h1_2966227_2966738	818	.
chr1_h1	2967491	2967892	chr1_h1_2967212_2968081	163	.
chr1_h1	3024088	3024489	chr1_h1_3023533_3025325	296	.
chr1_h1	3058903	3059304	chr1_h1_3058653_3059352	777	.
chr1_h1	3073111	3073512	chr1_h1_3072936_3073730	787	.
chr1_h1	3219141	3219542	chr1_h1_3218809_3219769	510	.
chr1_h1	3289607	3290008	chr1_h1_3288664_3290517	26	.
chr1_h1	3375272	3375673	chr1_h1_3374791_3375940	326	.
chr1_h1	3422797	3423198	chr1_h1_3422702_3423153	298	.
chr1_h1	3427766	3428167	chr1_h1_3426939_3428428	945	.
chr1_h1	3563062	3563463	chr1_h1_3562721_3563926	1000	.
chr1_h1	3587953	3588354	chr1_h1_3587565_3588772	1000	.
chr1_h1	3625604	3626005	chr1_h1_3625378_3626804	50	.
chr1_h1	3639304	3639705	chr1_h1_3638691_3639946	563	.
chr1_h1	3771680	3772081	chr1_h1_3771593_3773062	1000	.
chr1_h1	3772946	3773347	chr1_h1_3773062_3773230	494	.
chr1_h1	3811122	3811523	chr1_h1_3810898_3813157	6	.
chr1_h1	3841653	3842054	chr1_h1_3840503_3844134	1000	.
chr1_h1	3867340	3867741	chr1_h1_3867302_3868625	806	.
chr1_h1	4279010	4279411	chr1_h1_4278385_4280023	223	.
chr1_h1	4305726	4306127	chr1_h1_4305291_4306422	177	.
chr1_h1	4520789	4521190	chr1_h1_4520913_4521657	35	.
chr1_h1	4773704	4774105	chr1_h1_4772874_4774484	1000	.
chr1_h1	5008006	5008407	chr1_h1_5007987_5008435	664	.
