chr1_h1	100002030	100002431	chr1_h1_100002019_100002363	15	.
chr1_h1	100008851	100009252	chr1_h1_100008446_100009675	121	.
chr1_h1	100024548	100024949	chr1_h1_100024306_100025583	1000	.
chr1_h1	100027903	100028304	chr1_h1_100027925_100028242	335	.
chr1_h1	100035238	100035639	chr1_h1_100035350_100035689	6	.
chr1_h1	100036529	100036930	chr1_h1_100036509_100036820	235	.
chr1_h1	100045063	100045464	chr1_h1_100044887_100045438	473	.
chr1_h1	100078535	100078936	chr1_h1_100078565_100079089	178	.
chr1_h1	100279673	100280074	chr1_h1_100279253_100280579	7	.
chr1_h1	100280556	100280957	chr1_h1_100280579_100280919	18	.
chr1_h1	100283277	100283678	chr1_h1_100283430_100283690	24	.
chr1_h1	100284382	100284783	chr1_h1_100284383_100284722	23	.
chr1_h1	100284671	100285072	chr1_h1_100284722_100285020	10	.
chr1_h1	10028727	10029128	chr1_h1_10028584_10029497	40	.
chr1_h1	10029736	10030137	chr1_h1_10029818_10030758	50	.
chr1_h1	100298172	100298573	chr1_h1_100298160_100298621	19	.
chr1_h1	100305896	100306297	chr1_h1_100305999_100306302	19	.
chr1_h1	100312987	100313388	chr1_h1_100313075_100313376	5	.
chr1_h1	100319826	100320227	chr1_h1_100319262_100320287	102	.
chr1_h1	100324796	100325197	chr1_h1_100324455_100326076	5	.
chr1_h1	100328080	100328481	chr1_h1_100328274_100328459	3	.
chr1_h1	10032912	10033313	chr1_h1_10032902_10033346	609	.
chr1_h1	100329367	100329768	chr1_h1_100329461_100329648	13	.
chr1_h1	100361071	100361472	chr1_h1_100360912_100362861	466	.
chr1_h1	100368329	100368730	chr1_h1_100368275_100369132	23	.
chr1_h1	100369263	100369664	chr1_h1_100369399_100369527	25	.
chr1_h1	100407683	100408084	chr1_h1_100407783_100408006	5	.
chr1_h1	10041101	10041502	chr1_h1_10040722_10042021	1000	.
chr1_h1	100437814	100438215	chr1_h1_100437549_100438460	1000	.
